名称,法人,注册资本,注册时间,电话,souji1,邮箱,统一信用代码,企业类型,行业,注册地址,经营范围,省份,城市,区
杭州陆成科技有限公司,张市雷,1200万元人民币,2014/11/21,15555557281,18072793456；15168312063；18367143256；,,913301093219056018,有限责任公司(自然人独资),专业技术服务业,浙江省杭州市萧山区市心中路588号天宝大厦二层,计算机软硬件的研发、技术服务；电子科技领域内的技术开发、技术转让、技术咨询、技术服务；安防技术咨询、技术服务；电子产品、电脑软件、网络产品的研发及销售；通讯工程、网络工程的设计、施工；销售：五金交电、家用电器、办公用品、文体用品、家具、电子产品、通讯产品、日用百货、服装鞋帽、仪器仪表；计算机系统集成；发布国内广告（除网络广告）**（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,萧山区
杭州雅辰展览服务有限公司,钱一帆,300万元人民币,2016/4/29,15088732238,,,91330104MA27XGBF30,有限责任公司(自然人独资),商务服务业,浙江省杭州市西湖区转塘街道金街美地商业中心5号楼701室(入驻中微商务秘书托管260),服务：展览展示工程，承办会展，装饰工程，国内广告的设计、制作、代理、发布（除网络）；网上销售：家具，舞台设备，建筑材料。,浙江,杭州市,西湖区
灌南县通达电杆厂,钱文杰,2100万元人民币,2003/10/30,13912177777,0518-3322379；,584623780@QQ.COM,91320724755867104D,个人独资企业,非金属矿物制品业,灌南县新安镇人民西路,水泥电杆、拉盘、、管道制造；水泥电杆、管道、拉盘销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。***,江苏,连云港市,灌南县
南京融筑建筑装饰有限公司,吉顺忠,650万元人民币,2013/11/19,025-66067577,18252020001；,568994829@qq.com,91320104080295987F,有限责任公司(自然人投资或控股),建筑装饰、装修和其他建筑业,南京市鼓楼区建宁路31号5楼B区19号,建筑装饰工程、建筑安装工程、装饰装修工程、园林景观工程、市政工程设计、施工；企业形象策划；建筑装饰材料、五金交电销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
张家港博明机电设备有限公司,李红兵,600万元人民币,2011/7/7,0512-56373637,18606280558；,18606280558@QQ.COM,91320582578152617U,有限责任公司(自然人投资或控股),批发业,杨舍镇帝景豪园5幢M6,机电设备、保温材料、金属材料、金属制品、五金交电、电线电缆的批发及零售；空调设备、环保设备、净水设备、锅炉及辅助设备、家用电器、弱电智能化设备的设计、安装、销售、维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,张家港市
杭州美鼎装饰工程有限公司,孙匡炎,200万元人民币,2017/3/31,18757165551,13957195983；,1359882681@qq.com,91330103MA28NDYL7M,有限责任公司(自然人独资),建筑业,浙江省杭州市江干区淘天地商务大厦1幢916室,服务：室内外装饰工程的设计及施工。,浙江,杭州市,江干区
杭州区块链金融信息服务有限公司,尹海鹏,1000万元人民币,2015/12/3,0571-28253953,0571-20288812；18868189154；,,91330104MA27WEF64A,有限责任公司(自然人投资或控股),其他金融业,杭州市江干区九环路9号4号楼4楼415室,服务：金融信息服务。,浙江,杭州市,江干区
江苏东振睿捷智能装备有限公司,陈杰,1000万元人民币,2018/3/21,0512-58530008,18662635101；,18662635101@qq.com,91320582MA1W8CD078,有限责任公司(自然人投资或控股),专用设备制造业 ,张家港市乐余镇乐坤路北侧,电子工业专用设备、普通机械设备及零部件的研发、制造、加工、销售；锂电设备、特种陶瓷、输送设备、计量设备、粉末设备、环保领域内的技术研发、技术转让、技术咨询及相关技术服务；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,张家港市
谷雨河生物科技有限公司,高常英,5000万元人民币,2009/8/31,025-56227781,13951644445；025-66018779；,NJZHOUZHIREN@163.COM,91320117694622989X,有限责任公司(自然人投资或控股),科技推广和应用服务业,南京市溧水区洪蓝镇工业集中区1幢,洗涤用品、消毒剂研发、生产；文化交流、展览策划；网络工程设计施工；蔬菜制品（蔬菜干制品（热风干蔬菜））、饮料（其他饮料）代用茶生产、销售；保健食品、预包装食品、散装食品、化妆品销售；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,溧水区
南京信永立智能科技有限公司,谭丽,500万元人民币,2017/5/15,18961882618,,,91320114MA1P0FG04N,有限责任公司(自然人投资或控股),科技推广和应用服务业,南京市雨花台区板桥街道朝阳西苑商务大厦33幢10楼1022室,智能技术研发；工程勘察设计；计算机系统集成服务；钢结构工程、装饰工程、建筑工程设计、施工；机电设备安装；门窗、紧固件、电子产品、办公设备销售；机械设备租赁、销售；电子设备销售、租赁、安装；商务咨询；企业管理咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,雨花台区
泰州盛源化纤有限公司,徐俊,1500万元人民币,2004/1/9,13382552302,13382558266；0523-82083858；,858892826@qq.com,91321202757965867U,有限责任公司(自然人独资),化学纤维制造业,泰州市九龙台商工业园区世纪东路北侧,生产加工销售锦纶再生切片、健身器材配件，锦纶长丝、鱼网、服装销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：合成纤维制造；纤维素纤维原料及纤维制造；高性能纤维及复合材料销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,江苏,泰州市,海陵区
昆山塑达尔机械设备有限公司,李灿,800万元人民币,2012/9/10,0512-50135732,15190127992；,mcakscl@163.com,913205830534814696,有限责任公司(自然人独资),批发业,昆山市周市镇民管路2号,机械设备、工业机器人、智能设备、五金模具、自动化设备及配件、制冷设备的研发、设计、组装、销售；自动控制系统软件开发、销售；机电安装工程、空气净化工程、管道工程、设备安装工程的设计、施工、技术咨询；无尘室设备、机电设备、金属制品的生产、加工、销售；货物及技术的进出口业务。（前述经营项目中法律、行政法规规定的前置许可、限制经营、禁止经营的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,苏州市,昆山市
杭州柏盛印刷有限公司,王旭范,500万元人民币,2002/6/5,13355710606,13157108822；0571-88807126；18969075300；0571-88833071；18969075311；0571-88192827；0571-88816312；0571-88816313；0571-88092152；18758105133；18858131490；0571-88833171；,baisheng126@126.com,91330100739912905N,有限责任公司(自然人投资或控股),印刷和记录媒介复制业,杭州市拱墅区康贤路33号2幢103、104室,许可项目：出版物印刷；包装装潢印刷品印刷；印刷品装订服务；货物进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：纸制品制造；纸制品销售；办公用品销售；包装服务；图文设计制作(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,浙江,杭州市,拱墅区
蚌埠东盛玻璃制品有限公司,徐朝向,500万元人民币,2018/3/16,13063311234,,13063311234@163.com,91340300MA2RJY0NXC,有限责任公司(自然人独资),非金属矿物制品业,安徽省蚌埠市燕山乡铅山村胡家庄428号,玻璃制品的生产、销售；不锈钢制品、日用百货、服装鞋帽、家用电器、数码产品、文化用品的批发、零售；网上贸易代理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,安徽,蚌埠市,蚌山区
浙江圣凯装饰工程有限公司,王向峰,1000万元人民币,2017/10/9,15868418676,,,91330483MA2B85QP8N,有限责任公司(自然人独资),建筑业,浙江省嘉兴市桐乡市洲泉镇工业园区(嘉兴市中凯印刷包装有限公司内),室内外装饰装修工程、园林绿化工程的设计与施工；消防设备的安装；展示柜、国内广告、工艺品的设计与制作；会务会展的服务；办公自动化设备、建筑装饰材料、消防设备的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,嘉兴市,桐乡市
南京雨桩建筑科技有限公司,戚文相,200万元人民币,2009/9/27,13915988777,18651852549；025-84293917；025-52427874；,497306721@qq.com,91320114694614647X,有限责任公司(自然人投资或控股),建筑安装业,南京市雨花台区雨花西路103号2楼,岩土工程、基础工程、地基处理、基坑支护咨询、设计；建筑专利技术研发、设计、推广、应用；新型建材研发、推广、应用。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,雨花台区
嘉兴市科迪纺织品有限公司,徐超,200万元人民币,2014/11/19,13484182639,15061665777；,,91330411307607800K,有限责任公司(自然人投资或控股),批发业,浙江省嘉兴市秀洲区洪合镇新昌苑20幢S101-A,针纺织品、纺织原料、服装辅料、包装材料的零售及批发。,浙江,嘉兴市,秀洲区
